Pos	Strand	Score
793203	-	6.5175
793322	+	6.0205
793325	-	7.1816
793379	-	7.4429
793685	-	9.2451
794293	+	6.2550
794589	-	6.6628
795045	+	6.7788
795048	-	5.7591
795055	+	6.0483
795163	+	6.5469
795196	+	5.4673
795322	+	5.8459
795831	+	5.7856
795834	-	5.3564
795878	+	5.1755
796387	+	7.4429
796646	+	5.9924
796793	+	7.4148
797236	+	8.9826
797560	-	5.9924
797809	+	5.1244
798000	-	6.1022
798307	-	5.8459
798377	+	6.5100
798398	+	9.5077
798675	-	7.8520
798799	+	6.5734
799330	-	5.7591
799477	+	5.1141
799669	-	5.0876
801023	+	8.7263
801623	+	6.5175
801626	-	6.7801
801781	+	8.7834
802183	-	5.8459
802347	-	5.3794
802425	-	8.0559
802615	-	5.6329
802640	-	8.5196
802677	+	12.6506
803215	+	6.5734
803336	+	6.7738
803921	+	10.3246
803960	-	5.2049
804040	+	6.1377
804091	-	5.8293
804219	+	6.9191
805559	+	5.8459
805625	-	6.7738
805847	-	6.4296
806798	+	9.5064
806817	+	7.8520
806876	-	5.6392
807035	-	6.0205
807170	+	6.0483
807570	+	7.8520
808011	+	6.4561
808191	+	12.6506
808720	-	6.5100
809109	+	7.5602
809222	-	5.3208
809757	+	5.6392
809774	+	5.4673
811011	+	7.0972
811088	-	8.9826
811494	+	6.6628
811562	-	5.3208
811700	-	6.0483
811736	-	6.5175
811909	+	10.8484
812110	-	6.5100
812243	+	5.3794
812839	+	6.9191
813499	-	6.4561
813772	+	5.0876
814309	+	6.9812
814457	+	6.3107
814696	+	6.1097
814881	-	5.1078
814984	-	6.3107
814998	-	9.9155
815366	+	6.4574
815517	-	7.8226
815543	-	6.0218
815725	-	7.3903
816422	-	6.5721
816869	+	6.2550
817071	+	7.2989
817313	+	6.1643
817364	+	6.1643
817820	+	5.7655
818190	-	7.0985
818443	-	6.9812
818725	+	8.8373
818816	+	7.1713
819185	-	6.0483
819433	-	5.7489
819481	-	5.0337
819627	-	6.2487
819715	+	14.7141
819770	+	5.0876
819973	-	5.7856
820061	+	5.7286
820345	-	5.1755
820438	+	5.6392
820485	-	5.1755
820520	-	5.1755
820621	+	7.2873
820866	+	7.2873
820887	-	6.5175
820936	+	7.2873
821045	-	9.2451
821111	+	7.2873
821150	-	5.1755
821185	-	5.8459
821430	-	6.5175
821496	+	7.2873
821636	+	7.2873
821877	+	7.2873
821968	-	9.2451
822003	-	7.1816
822052	+	7.2873
822227	+	7.2873
822397	+	5.3500
822821	+	7.2873
822860	-	5.1755
823031	+	7.2873
823052	-	9.2451
823171	+	7.2873
823280	-	5.1755
823297	-	5.1755
823486	+	7.2873
823871	+	6.7788
824139	-	5.9924
825549	+	6.0483
825849	-	6.9191
826188	+	6.4574
826270	+	8.5196
826603	-	6.7801
826711	+	5.6392
826920	+	7.1816
827135	-	9.2514
827268	-	5.9029
827311	-	5.2404
827358	-	6.4267
827487	-	6.7635
827516	+	7.0972
827630	-	9.8351
827634	-	8.8373
827685	+	5.3500
827772	+	7.8520
827819	+	5.4938
828028	-	8.5810
828084	-	6.7724
828364	-	5.0876
828599	-	7.4429
828617	-	7.0351
829246	-	5.0950
829664	-	6.0483
830898	-	7.6223
830945	+	9.0182
831015	+	6.5734
831251	+	5.6392
831270	+	5.3208
831674	+	6.0218
831678	+	6.5100
832399	+	6.5734
832435	+	7.3039
832459	-	6.2487
832603	-	5.3208
832953	+	5.7856
832979	-	6.5734
833091	-	6.5100
833671	-	6.8897
834009	+	6.5175
835350	-	5.6392
835551	-	7.4442
835711	-	5.3208
836832	+	6.5734
837007	-	6.5100
837199	-	9.9155
837819	+	5.9924
838216	+	6.7738
838342	-	5.8293
839048	-	5.8293
839253	-	8.7849
839539	+	7.2975
839916	-	8.2012
840578	+	5.8293
841298	-	9.0447
841432	+	8.0853
841657	+	13.3210
841785	+	5.8459
841858	+	7.9399
842117	-	6.0483
842528	-	7.1511
842628	-	6.3107
842886	+	5.7006
842905	-	7.4148
842988	-	8.7263
843214	-	6.5456
843320	+	9.2348
843398	+	5.7655
843409	+	5.6392
843432	-	7.5602
843791	+	5.8459
844091	+	6.5734
844099	+	8.7834
844341	-	13.3210
844469	-	6.9812
845247	+	6.0483
845299	+	5.0876
845400	+	6.3107
845504	+	7.8520
845688	-	9.9155
845787	+	5.2404
846686	+	7.4429
846719	+	6.5175
846726	-	8.7263
847185	-	6.1377
847353	+	9.5077
847458	+	6.2487
847492	+	5.8293
848495	-	5.4673
848713	-	5.0876
848747	+	9.5077
849532	+	6.2384
849801	+	5.8459
849841	+	7.3039
849935	-	6.1022
850106	+	5.3208
850173	+	7.8226
850266	-	6.7801
850388	+	10.5566
850696	+	9.9155
851611	+	5.4938
851676	-	5.1141
851838	-	6.1377
851950	-	5.6392
851955	-	6.5721
852003	+	7.1879
852230	+	11.9790
852321	-	5.4967
852345	+	7.8226
852373	+	7.2873
852909	+	5.8459
853188	-	6.5734
854812	+	10.5871
855133	+	7.4442
855224	-	5.2238
855623	+	9.0447
855688	+	9.0182
856229	-	5.3208
856580	+	5.3208
856789	+	9.0447
856794	+	5.3778
856803	+	5.0950
856807	+	9.2514
856916	-	6.4574
857169	+	5.2238
857193	-	7.4429
857575	-	8.0853
858016	+	9.2451
858103	-	8.0853
858226	-	8.2012
858236	-	9.2451
858551	-	9.2514
858703	+	6.0483
858710	+	6.7801
858753	+	6.0483
859070	+	8.8373
859638	+	6.5100
860119	+	6.7724
860307	+	5.8459
860590	+	6.6260
860679	-	7.9693
860682	+	6.1022
860716	-	5.7870
861053	-	6.1022
861202	-	9.2514
861311	-	8.9826
862226	+	8.9826
862396	+	6.8358
863099	+	8.3122
863264	+	6.6628
863591	-	6.9812
864015	+	6.9191
864193	-	6.0483
864376	+	6.7738
864697	-	6.1022
864790	+	5.0876
865179	-	5.3778
865444	+	5.5846
865487	-	5.8293
865508	-	5.1510
865523	+	5.0337
866209	-	7.9680
867244	+	6.0483
867309	-	5.8459
867515	-	11.9790
867788	-	7.3903
868302	+	5.7299
868333	+	6.9191
868738	-	6.7738
869376	-	5.1755
869478	-	6.7724
870139	-	6.5175
870241	+	5.0595
870816	+	6.5100
871303	+	6.3107
871372	+	5.8459
871712	-	7.4429
872044	-	10.1793
872424	+	6.0205
872608	-	8.7263
872657	+	10.8497
872711	-	8.7263
872818	-	8.7263
872867	+	10.8497
872921	-	8.7263
873028	-	8.7263
873077	+	10.8497
873131	-	8.7263
873288	+	11.9790
873415	-	7.5063
873680	-	9.0447
873735	-	5.7655
873755	-	15.3846
873829	-	5.6392
873839	+	9.2514
873872	-	6.2550
874037	-	10.5566
874571	-	6.2537
874642	+	6.4280
874910	+	5.8396
874979	+	8.7834
875232	-	11.9790
875679	-	5.1141
875759	+	6.5175
876443	+	6.9812
876673	+	5.6392
876948	-	8.3771
877010	-	6.4267
877051	-	6.9812
877103	+	6.5175
877392	-	6.5734
877402	-	9.4538
877431	-	6.9191
877499	+	7.1879
877537	-	9.2451
877632	+	5.3513
877639	+	5.3513
877656	+	6.3107
877739	+	6.7801
877788	-	5.7299
877959	+	5.3513
878204	-	6.7801
878552	-	8.7849
878556	-	6.7738
878616	+	5.6392
878669	+	5.3208
878819	+	8.7263
878830	-	7.1713
878882	-	9.5077
878962	+	6.1022
879318	+	6.5100
880262	+	6.4561
881820	+	5.3500
882238	-	8.7263
882364	+	5.3778
883003	+	9.2451
883047	-	5.0950
883110	-	5.7856
883189	+	5.8459
883501	+	7.4429
883662	-	5.0876
885292	-	6.2487
885561	+	11.9790
885698	-	6.2487
885871	-	12.3882
886108	-	7.9031
886116	+	10.0328
886221	-	6.2550
886304	-	8.2012
886569	-	6.2550
886875	-	6.2550
886880	-	8.0314
887171	+	5.7655
887176	+	5.9924
887388	+	6.1097
888333	+	5.9924
888983	-	6.5734
889431	-	10.4406
889520	-	8.3122
889774	+	7.4442
889782	-	5.8293
889838	-	10.8497
889991	-	7.0351
890167	+	6.0483
890251	-	6.5734
890354	+	7.0972
891445	-	7.0351
891454	+	7.4442
891465	+	5.9045
892021	-	6.0483
892347	-	5.8459
892626	+	7.0351
893333	+	5.3500
893341	+	11.9790
893586	-	5.7856
893933	-	5.7856
894062	+	8.0853
894200	+	6.9191
895219	-	5.3208
895296	-	5.0950
895436	-	6.0483
895452	-	6.3120
895455	+	5.1755
895659	-	5.3794
896305	+	6.5100
896325	-	7.4429
896475	-	6.1377
896655	-	5.8396
896772	+	5.7856
896969	+	9.2451
897096	-	5.0595
897532	+	6.6628
897676	-	5.7286
898161	-	8.8360
898211	+	5.5587
898568	+	9.4260
898801	+	10.8203
899112	-	5.0950
899226	+	6.4561
899252	-	6.5734
899461	+	9.2348
899832	+	7.2873
900001	+	9.9155
900380	-	6.3647
900427	+	9.5077
900834	+	7.0351
901196	+	5.3564
901300	+	6.3120
901332	-	8.7834
901338	+	6.3107
901409	+	8.7834
901790	+	6.5175
901884	-	5.1244
901897	+	5.7856
902017	+	7.3625
902366	+	5.0595
902410	-	5.8459
902546	-	5.1755
902593	-	5.7856
902696	+	5.0950
902825	+	7.0351
902858	+	7.1816
903040	+	7.2886
903066	-	6.1022
903277	-	6.1022
903351	-	5.3500
903490	-	8.4282
903529	+	9.9155
903616	-	5.3794
903776	+	7.1879
903973	+	5.0950
903999	+	12.3882
904014	+	7.9399
904186	+	6.2550
904465	+	5.0950
904833	+	5.1755
905493	+	5.5846
905705	+	6.5734
906084	+	6.5175
906138	-	6.2384
906273	-	6.2537
906278	-	6.2550
906536	-	5.8293
906595	+	5.6392
906698	+	5.3208
906764	+	6.7801
907200	+	12.5041
907290	+	5.1244
907318	+	6.5734
907344	-	5.7856
907434	-	5.8459
907693	-	7.4429
907847	-	5.6392
908168	+	7.9031
908175	+	6.7801
908605	+	5.3778
908722	+	5.3778
908781	+	5.3778
908865	+	5.3778
910142	-	7.6762
910232	+	5.7006
910278	+	7.0972
910375	-	8.3742
910443	+	5.9016
910574	+	5.0950
910667	+	6.3120
910832	+	6.1097
910889	+	6.5734
911147	-	6.5175
911458	+	8.5735
911712	+	6.2550
911880	+	6.5721
912061	+	5.7299
912434	+	5.0950
912575	-	7.1511
912591	+	5.9924
912961	+	5.0337
912964	-	6.4296
912971	-	5.4967
913020	+	6.7801
913301	-	5.8459
913667	+	12.3882
913805	-	6.5175
913824	+	10.4406
914150	-	5.7870
914253	-	6.6628
914260	+	10.5871
914441	+	9.4538
914592	-	5.8459
914708	-	5.8459
914729	+	5.9029
914870	+	5.0950
915072	+	5.8459
915127	+	7.5602
915148	-	5.8459
915232	+	6.9191
915397	-	6.4267
915468	+	5.3778
915512	-	5.9924
915762	+	6.1022
916034	-	6.2487
916132	-	6.8358
916404	-	5.8459
916474	-	6.9812
916654	+	5.3577
916865	+	6.3107
916926	+	5.7299
916934	+	5.8459
917318	-	5.7655
917343	-	5.3778
917469	-	7.0351
917695	-	7.1585
917972	+	7.2873
918095	+	5.5771
918145	-	6.3107
918159	-	6.5175
918188	+	6.1022
918197	-	5.0337
918818	-	9.5077
918962	+	5.9924
918979	-	5.3778
919012	+	6.5175
919107	-	5.0876
919259	+	5.8293
919307	-	9.2514
919493	-	8.3742
919565	-	12.5041
919780	+	6.8795
920121	-	8.7834
920223	+	11.3086
920325	+	6.3710
920342	-	5.6392
920425	-	6.5734
920435	+	13.3210
920723	-	5.9029
920778	+	5.2049
920841	+	7.4442
920861	-	7.0972
920884	-	9.4538
921289	+	6.5175
921303	+	5.2974
921402	-	6.5175
922015	+	6.8358
922154	+	11.9790
922209	-	9.2348
922275	-	5.6329
922300	+	6.9812
922420	-	5.8293
922520	+	6.7724
922580	-	9.2451
922634	+	6.6628
922706	+	6.8358
923006	-	6.0483
923068	-	7.5308
923137	-	11.9790
923227	-	6.8358
923502	-	9.2514
923704	+	8.3375
923833	+	5.4938
923993	+	7.1585
924075	+	6.8358
924237	-	7.1585
924238	+	7.1585
924533	-	6.3107
924560	-	6.1097
924583	-	5.3577
924644	-	10.1793
924794	-	8.7568
924830	+	9.2514
925227	-	6.5456
925389	+	5.6392
925474	+	5.5601
925585	-	5.5601
925794	-	5.1755
925861	-	8.0853
926183	-	6.7724
926691	+	6.5175
926919	-	5.2251
926929	-	7.1879
926948	+	6.7738
927106	-	8.7834
927144	+	6.5175
927834	+	7.1879
927841	-	8.7263
928175	+	6.5734
928314	+	5.0950
928474	-	5.2404
928704	-	5.8459
929199	+	6.8795
929406	-	9.0447
929446	+	5.3208
929545	+	6.7738
929823	-	6.3107
929829	+	6.5175
929832	-	6.3710
930044	+	5.8459
930184	-	6.1083
930196	-	7.1585
930356	+	5.9924
930560	+	12.6506
930584	+	6.7635
930624	-	13.9621
930902	-	6.1097
930943	-	6.1643
930955	+	9.2348
930973	-	6.6628
931086	+	9.2451
931258	+	5.0950
931307	+	7.1511
931473	-	5.3208
931575	-	5.2238
931674	+	5.8459
931718	-	5.9924
931942	+	9.2514
931976	+	6.2550
932142	-	9.4538
932350	-	5.2049
932458	+	8.4931
932537	-	12.9119
932556	+	10.5566
932811	-	5.5846
933080	-	9.0447
933178	-	5.3208
933592	+	9.2514
933622	+	6.7801
933894	+	9.0447
933970	+	8.7834
933998	+	8.7834
934026	+	8.7834
934054	+	8.7834
934082	+	8.7834
934110	+	8.7834
934138	+	8.7834
934166	+	8.7834
934194	+	8.7834
934222	+	8.7834
934250	+	8.7834
934278	+	8.7834
934306	+	8.7834
934334	+	8.7834
934362	+	8.7834
934390	+	8.7834
934418	+	8.7834
934446	+	8.7834
934474	+	8.7834
934502	+	8.7834
934530	+	8.7834
934558	+	8.7834
934586	+	8.7834
934614	+	8.7834
934642	+	8.7834
934670	+	8.7834
934698	+	8.7834
934726	+	8.7834
934754	+	8.7834
934782	+	8.7834
934810	+	8.7834
934838	+	8.7834
934866	+	8.7834
934894	+	8.7834
934922	+	8.7834
934950	+	8.7834
935018	-	10.5566
935186	-	5.0950
935206	+	6.7738
935405	+	7.5308
935428	+	7.3609
935504	+	5.0950
935663	+	6.0483
935740	+	7.0985
935772	+	8.0559
936150	+	5.8459
936157	+	7.2989
936427	+	9.8861
936931	+	5.2238
936998	-	5.3564
937243	+	5.2404
937358	-	5.9924
937604	-	5.2974
937833	+	5.0337
937935	-	8.6104
938081	-	9.2514
938179	+	10.8203
938337	-	6.7801
938510	+	5.8396
938587	+	6.5734
938740	-	7.4429
938965	-	8.7263
939011	+	8.7834
939038	-	9.0447
939126	+	6.9191
939154	+	9.0447
939331	-	5.1755
939354	+	6.7801
939713	+	8.5196
939789	-	14.7141
939928	+	8.8993
940129	+	9.2514
940231	-	5.3577
940691	-	5.8459
940783	+	11.4908
940888	+	5.1755
941205	-	8.7834
941227	+	15.3846
941582	+	6.4280
941813	-	7.1585
941933	+	9.5698
942181	+	5.4938
942184	-	6.1083
942485	+	7.8226
942521	+	5.0950
942531	-	9.5698
942564	-	5.3577
942571	-	12.2428
942631	-	5.1755
943033	+	8.6104
943055	+	8.7834
943163	+	5.8459
943738	-	9.0182
943756	-	6.9812
943805	+	6.0483
943825	+	6.5734
944029	+	5.1755
944070	+	8.0840
944350	+	6.7635
944427	+	5.7489
944434	-	10.0328
944443	+	6.5734
944463	-	9.5077
944986	-	5.9029
945069	-	6.2550
945251	-	9.5077
945327	+	7.8226
945384	+	10.1793
945560	+	9.5064
945602	+	7.0972
945678	+	6.0483
945819	+	6.5100
945874	-	5.8459
945889	+	9.5077
946035	+	5.4304
946239	+	6.0483
946263	+	9.5698
946557	+	7.0985
946841	+	6.5734
946867	-	9.7702
947091	-	12.5041
947540	-	6.5175
947659	-	12.5041
947704	-	5.3208
947736	-	5.9924
947825	+	5.9029
947858	+	5.2049
947875	-	5.3778
948156	+	5.7655
948226	-	8.0559
948310	+	9.2514
948424	+	5.8459
948475	+	6.7801
948489	+	6.2739
948507	+	10.1780
948582	+	6.3647
948585	-	12.2415
948774	+	5.9924
948939	+	8.7263
949354	-	6.2550
949597	+	5.8459
949894	+	5.7299
950038	-	6.3107
950080	+	5.2238
950114	+	7.2975
950167	-	6.3544
950196	+	5.2238
950208	+	5.2238
950365	+	10.1780
950415	+	5.2238
950443	+	5.2238
950469	+	5.2238
950479	+	5.2238
950812	+	8.2012
951042	+	5.3208
951300	-	5.3208
952013	-	5.1141
952139	+	5.6392
952154	+	12.5041
952178	+	5.6392
952477	+	6.3107
952613	+	6.1643
953047	+	9.2348
953231	+	6.6628
953294	+	8.9826
953499	+	9.0986
953511	-	9.7702
953579	-	7.8290
953809	+	6.0483
953835	-	5.3208
954018	+	13.3210
954144	+	5.7856
954308	-	5.8459
954891	+	5.3513
955093	-	9.0447
955181	+	5.2404
955554	+	5.8459
955631	-	6.9812
955916	-	9.9155
956586	-	5.5771
956802	-	5.3577
956822	-	6.9825
956867	-	5.3577
956887	-	6.4574
957037	-	8.7263
957146	-	5.2404
957284	+	9.5077
957728	-	8.7849
957907	-	8.3771
958154	-	5.0950
958474	-	6.5734
958482	+	6.4561
958818	+	12.2428
958859	+	12.9132
958922	-	9.9155
958963	+	7.8290
959060	+	8.0853
959104	-	5.3577
959177	+	5.0950
959208	-	10.8497
959369	-	7.4148
959423	+	5.3577
959456	+	6.6334
959685	+	5.5833
959716	+	6.5175
959802	-	10.8203
959851	+	6.1097
960234	-	5.7655
960270	-	5.7655
960418	-	5.7655
960714	+	7.1585
960741	+	6.3710
960794	-	5.7006
960906	+	5.9029
960930	+	6.4280
961001	+	6.1097
961025	-	6.2550
961043	+	5.7655
961157	+	6.5734
961213	-	7.8290
961316	+	5.0950
961511	-	6.7801
961595	+	9.5698
961818	+	5.8751
961897	+	5.5833
962329	+	5.8293
962405	-	6.6920
962414	-	8.0559
962541	-	6.0483
962675	-	6.0483
962720	-	6.2550
962991	+	7.6223
963001	-	9.0447
963161	-	7.4148
963250	+	7.5063
963298	+	5.8459
963307	-	6.5721
963349	-	5.8293
963442	-	5.1755
963466	+	5.0950
963723	+	5.3778
963886	-	8.7263
963937	-	7.6223
964020	-	6.5175
964091	-	7.0351
964345	+	6.9812
964389	+	8.7263
964527	+	9.7599
965974	+	6.2550
965998	-	7.5602
966030	-	6.5175
966238	+	5.3778
966334	-	6.7801
966357	+	5.8459
966379	+	6.3107
966509	-	14.7141
966611	+	9.4538
966704	+	6.2550
966718	+	5.3778
966722	+	5.0950
966725	-	8.5810
966729	-	5.0950
966800	+	5.0350
966916	+	7.8226
966936	-	8.0853
967051	-	5.0950
967171	-	5.0950
967176	+	7.6223
967270	-	6.1097
967484	+	5.8459
967633	-	5.7856
967677	-	6.5734
968076	-	8.7263
968140	-	6.8358
968254	+	6.6628
968370	+	5.2238
968391	-	6.1022
968398	-	9.2451
968646	+	11.3086
969135	-	6.3544
970520	+	6.0483
970553	-	8.7834
970632	-	5.5846
970696	-	9.0182
970769	-	5.7655
970862	-	5.8459
970919	-	8.0559
971003	+	11.9790
971057	-	9.5077
971205	+	5.3778
971263	+	5.1755
971279	+	5.3208
971401	+	5.7870
971433	+	6.5175
971541	+	5.6392
971628	+	5.3577
972101	-	6.7724
972480	-	7.8124
972549	+	6.5734
972563	+	5.7299
972571	-	5.5587
972575	-	8.4282
973007	+	8.0314
973016	-	9.0182
973188	+	6.7788
973197	-	7.5602
973216	-	8.3477
973253	+	7.6223
973323	+	8.7834
973402	-	6.2537
973487	-	5.8459
973574	-	6.4280
973637	+	6.5734
974091	-	7.8290
974361	+	6.0483
974653	+	5.6392
974810	+	9.0447
974837	+	5.9029
974849	+	8.7263
974894	+	6.7801
974912	+	8.3122
974930	+	12.3882
974954	+	9.5077
974977	+	15.3846
975061	+	9.2514
975334	-	8.3122
975561	+	5.8459
975640	-	8.7834
975677	-	6.5175
976015	+	6.0483
976094	+	6.1097
976249	-	8.8373
976252	+	7.2989
976298	-	6.5175
976354	+	8.3122
976376	+	8.7263
976395	+	9.0447
976527	-	6.6273
976635	-	6.4574
978457	-	9.0447
978652	+	6.7788
978918	-	5.8459
978957	-	13.2917
979202	-	5.0950
979213	-	7.6223
979658	+	6.7801
979710	+	5.0337
980139	-	6.5100
980198	+	5.9924
980709	-	6.8795
980728	-	13.9621
980771	-	13.9621
980933	+	8.5810
980936	-	8.5810
981241	+	6.5100
981368	-	5.5846
981401	+	5.8459
981595	-	5.5232
981669	+	11.9790
981740	-	5.5846
981749	+	6.7635
981779	-	7.8290
981860	-	6.1097
981874	+	15.3846
981963	-	8.9826
982048	-	6.0483
982058	-	9.2451
982077	-	8.0559
982090	-	5.3208
982106	+	6.8358
982283	-	5.8459
982315	-	9.0447
982372	-	5.8293
982452	-	5.0950
982462	-	6.5734
982534	+	7.3039
982555	-	8.0559
982560	-	6.0483
982663	+	9.4538
982668	+	6.2550
982929	-	8.5810
982934	-	5.6392
983060	-	8.7263
983181	-	5.2251
983209	+	7.0985
983326	-	6.5175
983506	-	5.3208
983553	+	6.7724
983601	+	6.5175
983685	-	6.5734
983848	-	7.5063
983948	+	6.5175
983955	-	7.9399
984056	-	6.7788
984267	+	5.9029
984345	+	10.8203
984968	-	5.0950
985078	+	5.7856
985375	+	5.3208
985557	+	7.4429
985675	-	8.7834
985881	-	5.6392
986020	+	7.8492
986175	-	5.0950
986316	-	6.5734
986415	-	5.8293
986439	-	8.4931
986655	+	7.8226
986890	+	5.8459
986977	+	5.7856
987173	+	6.5734
987199	-	5.7856
987484	+	5.7856
987510	-	9.0447
987745	-	5.0950
987858	+	5.7856
987884	-	6.5734
987902	-	6.3120
987905	+	5.8459
988231	+	7.4442
988369	+	6.5734
988658	-	6.0483
988954	-	5.0876
989023	-	6.5100
989113	-	5.0876
989274	-	5.0876
989297	-	5.0876
989389	-	6.7738
989867	-	7.1816
990157	-	6.9191
990196	+	5.7856
990222	-	6.5734
990240	-	6.3120
990243	+	5.8459
990500	+	5.1755
990517	-	6.5734
990708	-	5.0876
990784	+	6.5734
990863	-	7.6223
991285	+	5.8459
991750	-	5.9029
991926	-	10.0315
992368	+	5.7856
992394	-	6.5734
992551	-	9.9155
992736	+	6.5175
992739	-	6.2550
993194	+	9.5077
993199	+	5.3208
993453	-	7.5308
993570	-	6.7635
993582	-	7.6223
993722	+	7.1511
993768	-	5.4673
993967	-	5.6392
994107	+	6.5734
994592	-	6.5734
994918	-	6.7788
994929	+	11.9790
995004	-	5.7299
995017	-	7.5602
995133	+	9.5077
995274	+	5.0950
995496	+	5.0876
995635	+	6.5175
995881	+	5.5587
996973	+	8.7263
997561	-	5.7299
997828	-	5.8459
997860	+	9.2514
998268	-	5.5587
998472	+	5.5846
998479	-	6.1097
998640	-	5.3778
998852	-	5.3411
998913	+	6.5100
999116	+	5.3577
999128	+	6.1643
999255	+	7.1585
999283	+	6.5175
999319	+	11.8337
999412	+	6.4280
999454	+	8.8373
999639	+	15.3846
999685	-	7.4442
999726	-	5.2404
999830	+	6.9518
999904	+	5.0950
999913	-	7.8290
